X  CH2  CH3  Start  Increment  
Sequence  Volt  Volt  -1.200000e-03  2.000000e-06  
1177  -0.36  -0.0172  0.001154  2e-06  
1178  -0.32  -0.0176  0.001156  2e-06  
1179  -0.4  -0.0164  0.001158  2e-06  
1180  -0.36  -0.0164  0.00116  2e-06  
1181  -0.4  -0.0156  0.001162  2e-06  
1182  -0.36  -0.0156  0.001164  2e-06  
1183  -0.44  -0.014  0.001166  2e-06  
1184  -0.44  -0.0148  0.001168  2e-06  
1185  -0.4  -0.0136  0.00117  2e-06  
1186  -0.48  -0.0136  0.001172  2e-06  
1187  -0.4  -0.012  0.001174  2e-06  
1188  -0.44  -0.0128  0.001176  2e-06  
1189  -0.48  -0.0112  0.001178  2e-06  
1190  -0.52  -0.012  0.00118  2e-06  
1191  -0.44  -0.0104  0.001182  2e-06  
1192  -0.48  -0.0108  0.001184  2e-06  
1193  -0.52  -0.0096  0.001186  2e-06  
1194  -0.48  -0.01  0.001188  2e-06  
1195  -0.56  -0.0088  0.00119  2e-06  
1196  -0.56  -0.0096  0.001192  2e-06  
1197  -0.52  -0.0084  0.001194  2e-06  
1198  -0.52  -0.0088  0.001196  2e-06  
1199  -0.6  -0.008  0.001198  2e-06  
